title,link,authors,year
"[PDF] INSECT, PLANT DISEASE, & WEED SCIENCE NEWS [No. 91-6][April 26, 1991]",https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1093&context=weedscihist,"A Martin, BN Stougarrd - 1991 - digitalcommons.unl.edu",1991
"Science and the news flow 1990–2014, in Germany, UK and India",https://www.taylorfrancis.com/chapters/edit/10.4324/9781315163284-5/science-news-flow-1990%E2%80%932014-germany-uk-india-bankole-falade-bauer-martin-rajesh-shukla-petra-pansegrau,"B Falade, BW Martin, R Shukla… - The Cultural Authority of …, 2018 - taylorfrancis.com",2018
[PDF] Scientific news in definition and treatment of anorexia nervosa,https://www.avicennacollege.ge/my_upload/filepdf/pdf_1683450044.pdf,"M Maghsoomi, F Jafari - 2021 - avicennacollege.ge",2021
[CITATION] An Illustration of ML Models to Determine the Prevalence and Predicting Factors of the First-Day Neonatal Mortality in Bangladesh,N/A,"R Rois - World Scientific News, 2022 - Scientific Publishing House …",2022
"[PDF] Attitudes of Oak Ridge (Martin Marietta Energy Systems, Inc.) scientists and engineers toward science news in local newspapers",https://trace.tennessee.edu/cgi/viewcontent.cgi?article=13768&context=utk_gradthes,SA Guthrie - 1992 - trace.tennessee.edu,1992
US television science news is sometimes public relations in disguise,https://www.bmj.com/content/333/7578/1089.1.short,JH Tanne - 2006 - bmj.com,2006
"A comprehensive review of smart animal husbandry: Its data, applications, techniques, challenges and opportunities",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4455021,"RW Bello, AS Azlan Mohamed, A Talib - World Scientific News, 2023 - papers.ssrn.com",2023
Rst-lora: A discourse-aware low-rank adaptation for long document abstractive summarization,https://arxiv.org/abs/2405.00657,"D Liu, V Demberg - arXiv preprint arXiv:2405.00657, 2024 - arxiv.org",2024
[PDF] A Text Classifier Model for Categorizing Feed Contents Consumed by a Web Aggregator,https://pdfs.semanticscholar.org/32a5/f0afc198e972f56cd8caba79dd73fc959321.pdf,"HOD Longe, F Salami - International Journal of Advanced …, 2014 - pdfs.semanticscholar.org",2014
[PDF] IMPULSI–IL TG DEI MUSEI: SCIENCE NEWS ENTER SCIENCE MUSEUMS AND SCIENCE CENTRES,https://www.academia.edu/download/80782827/2650_MerzagoraBassoliConti.pdf,"M Merzagora, R Bassoli… - Archives & Museum …, 2004 - academia.edu",2004
[PDF] Political Science News,https://www.memphis.edu/polisci/news-events/newsletters/psnewsletter_2014.pdf,M Kaelberer - memphis.edu,N/A
[PDF] A Review on Data Mining Algorithms for Internet of Things,https://www.researchgate.net/profile/Vijayalakshmi-Sr/publication/308379692_Challenges_in_Integrating_Wireless_Sensor_Network_and_Internet_of_Things_for_Environmental_Monitoring/links/57e271b208ae1f0b4d95c83c/Challenges-in-Integrating-Wireless-Sensor-Network-and-Internet-of-Things-for-Environmental-Monitoring.pdf#page=294,"M Bhuvaneswari, KM Jeba, V Srividhya - World Scientific News, 2016 - researchgate.net",2016
[HTML] David Rasbash and the Department of Fire Engineering–Featured Article from Fire Safety Science News# 35,https://iafss.org/2013/11/david-rasbash-and-the-department-of-fire-engineering-featured-article-from-fire-safety-science-news-35/,M Gollner - iafss.org,N/A
[PDF] IMPACT OF INFORMATION SUBSIDIES ON STUDENT NEWS WRITERS'THINKING ABOUT SCIENCE NEWS,https://www.academia.edu/download/87410799/AJMPVol2Nos1-4.pdf#page=103,"WONY JANG, E FREDERICK… - MICHAEL G. ELASMAR …, 2009 - academia.edu",2009
[PDF] Molecular markers of delayed senescence in transgenic tobacco with enhanced cytokinin level,https://www.academia.edu/download/84801806/WSN-51-2016-13-25.pdf,"E Skowron, M Trojak, T Sobala - World Scientific News, 2016 - academia.edu",2016
[PDF] Accuracy assessment of height difference using total station and levelling instrument,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-189-2024-87-101-1.pdf,"AP Olawuyi, EO Okeniyi, ID Osisanya - Reading Time - worldscientificnews.com",N/A
[HTML] Applied Deep Learning: Case Studies in Computer Vision and Natural Language Processing,https://search.proquest.com/openview/b4a836b0decde7b81664b211dfd87b67/1?pq-origsite=gscholar&cbl=18750&diss=y,MRU Hoque - 2022 - search.proquest.com,2022
"[PDF] Radon concentration in drinking water samples at Hilla city, Iraq",https://www.researchgate.net/profile/Mohsin-Kadhim-Muttaleb/publication/309419860_12/links/580fcfd908aef2ef97afeb2f/12.pdf,"MKM Al-jnaby - World Scientific News, 2016 - researchgate.net",2016
"[PDF] Educational approaches, components and paradigms affecting reading; strategies for strengthening reading",https://www.academia.edu/download/101892505/WSN-28-2016-101-112.pdf,"H Lotfi, KF Zadeh - World Scientific News, 2016 - academia.edu",2016
[PDF] Development of User Guide on Interactive Way-Finder and E-Notices System,https://www.researchgate.net/profile/Tomas-Ganiron-Jr/publication/333024487_Development_of_User_Guide_on_Interactive_Way-Finder_and_E-Notices_System/links/5cd756ba92851c4eab97105a/Development-of-User-Guide-on-Interactive-Way-Finder-and-E-Notices-System.pdf,"TU Ganiron Jr, KB Manlutac, MSP Castro… - … Scientific News, 2019 - researchgate.net",2019
[PDF] A Survey of Sustainable Business Development from the View of Consumer and Consumer Alienation in Iran Khodro Company in Tehran,https://www.academia.edu/download/76331750/WSN-6-2015-27-40.pdf,"M Vahabzadeh, G Jandaghi, H Hasanzadeh - World Scientific News, 2015 - academia.edu",2015
"[PDF] Condition monitoring of systems in thermal power plant for vibration, motor signature, noise and wear debris analysis",https://www.researchgate.net/profile/Caneon-Kurien/publication/321874388_Condition_monitoring_of_systems_in_thermal_power_plant_for_vibration_motor_signature_noise_and_wear_debris_analysis/links/5a37763145851532e832bdc3/Condition-monitoring-of-systems-in-thermal-power-plant-for-vibration-motor-signature-noise-and-wear-debris-analysis.pdf,"C Kurien, AK Srivastava - World Scientific News, 2018 - researchgate.net",2018
Use of domain-specific language resources in machine translation,https://aclanthology.org/L16-1094/,"S Štajner, A Querido, N Rendeiro… - … and Evaluation  …, 2016 - aclanthology.org",2016
"JRE-L: Journalist, Reader, and Editor LLMs in the Loop for Science Journalism for the General Audience",https://arxiv.org/abs/2501.16865,"G Jiang, X Shi, Q Luo - arXiv preprint arXiv:2501.16865, 2025 - arxiv.org",2025
What is this Text about?,https://dl.acm.org/doi/abs/10.1145/944868.944894,"N Hernandez, B Grau - Proceedings of the 21st annual international …, 2003 - dl.acm.org",2003
[PDF] 3D Mapping by photogrammetry and LiDAR in forest studies,https://www.researchgate.net/profile/Firoz-Ahmad-2/publication/323756185_3D_Mapping_by_Photogrammetry_and_LiDAR_in_Forest_Studies/links/5aab9b2445851521c8486383/3D-Mapping-by-Photogrammetry-and-LiDAR-in-Forest-Studies.pdf,"A Firoz, MM Uddin, L Goparaju - World Scientific News, 2018 - researchgate.net",2018
[PDF] It's Always April Fools' Day!,https://www.math.unipd.it/~dlain/papers/2017-misinformation.pdf,"M Conti, D Lain, R Lazzeretti, G Lovisotto… - math.unipd.it",N/A
"Arabic light stemming: A comparative study between p-stemmer, khoja stemmer, and light10 stemmer",https://ieeexplore.ieee.org/abstract/document/8931842/,"T Kanan, O Sadaqa, A Almhirat… - 2019 Sixth International …, 2019 - ieeexplore.ieee.org",2019
[PDF] Effect of Bacillus coagulans and B. firmus incorporated probiotic diet on Superoxide dismutase activity and catalase activity in Penaeus monodon,https://www.researchgate.net/profile/Nandakumar-Rangasamy/publication/327369380_Effect_of_Bacillus_coagulans_and_B_firmus_incorporated_probiotic_diet_on_Superoxide_dismutase_activity_and_catalase_activity_in_Penaeus_monodon/links/5b8ab14a92851c1e1240aa45/Effect-of-Bacillus-coagulans-and-B-firmus-incorporated-probiotic-diet-on-Superoxide-dismutase-activity-and-catalase-activity-in-Penaeus-monodon.pdf,"P Raghu, M Rajikkannu, R Baburajan… - … Scientific News, 2016 - researchgate.net",2016
[PDF] A Statistical and Machine Learning Approach for Summarising Computer Science Research Papers,https://www.academia.edu/download/109442005/IJCDS130181.pdf,"SMW Bauboorally, S Pudaruth - International Journal of Computing …, 2023 - academia.edu",2023
"[PDF] Ionic composition of rainwater from different sampling surfaces across selected locations in Rivers State, Nigeria",https://www.researchgate.net/profile/Daniel-Omokpariola/publication/351838856_Ionic_composition_of_rainwater_from_different_sampling_surfaces_across_selected_locations_in_Rivers_State_Nigeria/links/60acbc9d299bf1031fc8adb5/Ionic-composition-of-rainwater-from-different-sampling-surfaces-across-selected-locations-in-Rivers-State-Nigeria.pdf,"DO Omokpariola, JK Nduka, PL Omokpariola… - … Scientific News, 2020 - researchgate.net",2020
[PDF] Document-level translation quality estimation: exploring discourse and pseudo-references,https://aclanthology.org/2014.eamt-1.21.pdf,"C Scarton, L Specia - Proceedings of the 17th Annual conference …, 2014 - aclanthology.org",2014
Evaluation of the Brazilian Portuguese version of linguistic inquiry and word count 2015 (BP-LIWC2015),https://link.springer.com/article/10.1007/s10579-023-09647-2,"F Carvalho, FP Junior, E Ogasawara, L Ferrari… - … and Evaluation, 2024 - Springer",2024
[PDF] Find Optimal Solution For Eggcrate Function Based On Objective Function,https://www.researchgate.net/profile/Lubna-Abdulahad/publication/330411047_Find_Optimal_Solution_for_Eggcrate_Function_Based_on_Objective_Function/links/5c3ecc91299bf12be3cb42a5/Find-Optimal-Solution-for-Eggcrate-Function-Based-on-Objective-Function.pdf,"LZ Bashir - World Scientific News, 2015 - researchgate.net",2015
[PDF] CompAn-A Tool for Quantitative Comparison of Corpus Annotation.,https://nlp.fi.muni.cz/raslan/raslan22.pdf#page=107,"V Ohlídalová - RASLAN, 2022 - nlp.fi.muni.cz",2022
Automatic ground truth dataset creation for fake news detection in social media,https://link.springer.com/chapter/10.1007/978-3-030-33607-3_46,"D Pla Karidi, H Nakos, Y Stavrakas - … 14–16, 2019, Proceedings, Part I 20, 2019 - Springer",2019
Fake News: The Role of Personality and Cognitive Traits on Fake News Believability and Fake News Type,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4913308,"E White, G Galli - Available at SSRN 4913308 - papers.ssrn.com",N/A
[PDF] Teaching English to adolescents,https://educap.com.vn/wp-content/uploads/2023/08/Teaching-English-to-Adolescents.pdf,"K Lesiak - World Scientific News, 2015 - educap.com.vn",2015
[PDF] Trends in multi-document summarization system methods,https://www.researchgate.net/profile/Theresa-Omodunbi/publication/269669473_Trends_in_Multi-document_Summarization_System_Methods/links/5c016c08299bf1a3c1592721/Trends-in-Multi-document-Summarization-System-Methods.pdf,"A Soriyan, T Omodunbi - International Journal of Computer …, 2014 - researchgate.net",2014
Conspiracy vs science: A large-scale analysis of online discussion cascades,https://link.springer.com/article/10.1007/s11280-021-00862-x,"Y Zhang, L Wang, JJH Zhu, X Wang - World wide web, 2021 - Springer",2021
[PDF] Is Metaphorical thinking related to development of Cognitive structures among learners?,https://www.academia.edu/download/58874735/Is_Metaphorical_WSN.pdf,"CG Navaneedhan, TJ Kamalanabhan - World Scientific News, 2016 - academia.edu",2016
[PDF] Main Tasks in Microsoft Office,https://www.academia.edu/download/57030552/WSN-39-2016-1-110.pdf,"LZ Bashir - World Scientific News, 2016 - academia.edu",2016
[CITATION] The expression level of a recombinant lipase predicted in silico by different codon optimization algorithms,N/A,"AJ Bello, M Igwo-Ezikpe… - … Scientific …, 2019 - … Wydawnictw Naukowych Darwin …",2019
Claim verification in the age of large language models: A survey,https://arxiv.org/abs/2408.14317,"A Dmonte, R Oruche, M Zampieri, P Calyam… - arXiv preprint arXiv …, 2024 - arxiv.org",2024
PosterSum: A Multimodal Benchmark for Scientific Poster Summarization,https://arxiv.org/abs/2502.17540,"R Saxena, P Minervini, F Keller - arXiv preprint arXiv:2502.17540, 2025 - arxiv.org",2025
"[PDF] Quality assessment of some sachet water produced and sold around Owerri North local government area of Imo State, Nigeria",https://www.researchgate.net/profile/Enyoh-Ebere/publication/366605945_Quality_Assessment_of_Some_Sachet_Water_Produced_and_Sold_Around_Owerri_North_Local_Government_Area_of_Imo_State_Nigeria/links/63aad6e403aad5368e458120/Quality-Assessment-of-Some-Sachet-Water-Produced-and-Sold-Around-Owerri-North-Local-Government-Area-of-Imo-State-Nigeria.pdf,"FC Ibe, AS Ahmad, MC Ashabelem… - … Scientific News, 2023 - researchgate.net",2023
[PDF] Testing the Nexus between Financial Inclusion and Banks' Performance in Nigeria: The Role of Financial Technology,https://www.researchgate.net/profile/Henry-Yua/publication/366183530_Testing_the_Nexus_between_Financial_Inclusion_and_Banks'_Performance_in_Nigeria_The_Role_of_Financial_Technology/links/6395b56d095a6a777420b926/Testing-the-Nexus-between-Financial-Inclusion-and-Banks-Performance-in-Nigeria-The-Role-of-Financial-Technology.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,"H Yua, OD Cross, SO Epor - World Scientific News, 2023 - researchgate.net",2023
MulTed: A multilingual aligned and tagged parallel corpus,https://www.emerald.com/insight/content/doi/10.1016/j.aci.2018.12.003/full/html,"I Zeroual, A Lakhouaja - Applied Computing and Informatics, 2022 - emerald.com",2022
[PDF] Survey on Message Filtering Techniques for On-line Social Network,https://www.academia.edu/download/97130363/WSN-40-2016-163-174.pdf,"MN Rajkumar, P Kayathri, V Dhurka - World Scientific News, 2016 - academia.edu",2016
RSA-Control: A Pragmatics-Grounded Lightweight Controllable Text Generation Framework,https://arxiv.org/abs/2410.19109,"Y Wang, V Demberg - arXiv preprint arXiv:2410.19109, 2024 - arxiv.org",2024
[PDF] Tradition and the Scientific Enterprise,https://www.academia.edu/download/78859292/WSN-126-2019-198-208.pdf,"SO Dada - World Scientific News, 2019 - academia.edu",2019
[PDF] Automatic Efficient Accident Detection and Emergency System Using Smart Phones:(Accelerometer Sensor),https://www.researchgate.net/profile/Revathi-Velusamy/publication/320237276_REVERSIBLE_DATA_HIDING_WITH_QR_CODE_APPLICATION/links/59d67176a6fdcc52aca7cba5/REVERSIBLE-DATA-HIDING-WITH-QR-CODE-APPLICATION.pdf#page=223,"MN Rajkumar, P Hemalatha - Avinashilingam, 2016 - researchgate.net",2016
A Technology-Enhanced Approach for Locating Timely and Relevant News Articles for Context-Based Science Education,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003181187-10/technology-enhanced-approach-locating-timely-relevant-news-articles-context-based-science-education-jinnie-shin-mark-gierl,"J Shin, MJ Gierl - Artificial Intelligence in STEM Education, 2022 - taylorfrancis.com",2022
Human intelligence can safeguard against artificial intelligence: individual differences in the discernment of human from AI texts,https://www.nature.com/articles/s41598-024-76218-y,"JM Chein, SA Martinez, AR Barone - Scientific Reports, 2024 - nature.com",2024
[PDF] Detailed energy audit of thermal power plant equipment,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-22-2015-70-90.pdf,"S Das, M Mukherjee, S Mondal - World Scientific News, 2015 - worldscientificnews.com",2015
[PDF] Teaching climate change for responsible individuals and pro-active companies,https://hal.science/hal-04031175v1/file/Conference-A-Delebarre-SAM-11-mai-2021.pdf,"A Delebarre - 15th Society And Materials International Conference, 2021 - hal.science",2021
[PDF] The implementation of the GIS tools in crisis management,https://scholar.archive.org/work/gc4mz5h6zjg7zef7nud4274s64/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/01/WSN-72-2017-211-218.pdf,"M Ogrodniczak, J Ryba - World Scientific News, 2017 - scholar.archive.org",2017
[PDF] D 7.4-Research Publications,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=918ceb631db5c2a5950bdab030f02d67c4f50d6d,C Empowered - 2014 - Citeseer,2014
[PDF] A survey of ontology learning approaches,https://www.researchgate.net/profile/Samhaa-El-Beltagy/publication/252979701_A_Survey_of_Ontology_Learning_Approaches/links/02e7e524bf2764f8af000000/A-Survey-of-Ontology-Learning-Approaches.pdf,"M Hazman, SR El-Beltagy, A Rafea - International Journal of …, 2011 - researchgate.net",2011
[PDF] Fake News Detection with Journalists-in-the Loop,https://www.researchgate.net/profile/Soniya-Vijayakumar-4/publication/376416125_Fake_News_Detection_with_Journalists-in-the-Loop/links/657836acea5f7f020561ad91/Fake-News-Detection-with-Journalists-in-the-Loop.pdf,"S Vijayakumar, SM Yimam - 2021 - researchgate.net",2021
[PDF] Organization of budget accounting on the example of a public finance sector entity,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-13-2015-95-130.pdf,"E Klimaszewska - World Scientific News, 2015 - worldscientificnews.com",2015
“As silly as an Irish Teague” Comparisons in early English news discourse,https://www.degruyter.com/document/doi/10.1075/pbns.187.08cla/html,"C Claridge - … Discourse: Newspapers, pamphlets and scientific news …, 2009 - degruyter.com",2009
[PDF] Research and evaluation of some beamforming algorithms in 5G networks,https://worldscientificnews.com/wp-content/uploads/2025/01/WSN-199-2025-187-204.pdf,H Van Thuc - worldscientificnews.com,N/A
[PDF] Advanced helical gear reducer design optimization through nature inspired algorithms,https://scholar.archive.org/work/iqwouhtmtff2jle3ajs27mtmyy/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/05/WSN-772-2017-267-280.pdf,"N Ebenezer, R Saravanan, S Ramabalan… - … Scientific News, 2017 - scholar.archive.org",2017
Chatgpt vs state-of-the-art models: a benchmarking study in keyphrase generation task,https://link.springer.com/article/10.1007/s10489-024-05901-4,"R Martínez-Cruz, AJ López-López, J Portela - Applied Intelligence, 2025 - Springer",2025
[PDF] Design of Potential Drugs and Vaccines for COVID 19 by the Application of Machine Learning and Artificial Intelligence,http://www.rjlbpcs.com/article-pdf-downloads/2023/54/853.pdf,"I Sarkar, S Sarkar - World Scientific News, 2023 - rjlbpcs.com",2023
[PDF] Domain-Specific Hybrid Machine Translation from English to Portuguese,https://www.di.fc.ul.pt/~ahb/pubs/2016RodriguesGomesNealeEtAl.pdf,"N Rendeiro, S Štajner, J Silva, A Branco - di.fc.ul.pt",N/A
[PDF] Some Engineering Properties and Natural Durability of Avocado (Persea americana Mill.) Pulp and Seed,https://www.researchgate.net/profile/Kingsley-Nwaokobia/publication/332093098_Some_Engineering_Properties_and_Natural_Durability_of_Avocado_Persea_americana_Mill_Pulp_and_Seed/links/5c9f2c1692851cf0aea0cd6c/Some-Engineering-Properties-and-Natural-Durability-of-Avocado-Persea-americana-Mill-Pulp-and-Seed.pdf,"K Nwaokobia, OH Oghomwen… - … Scientific News, 2018 - researchgate.net",2018
Science literacy meets information literacy: Using Zotero as a teaching tool,http://crln.acrl.org/index.php/crlnews/article/view/9426/10640,"N Clements, L Guertin - College & Research Libraries News, 2016 - crln.acrl.org",2016
"[PDF] Metallic contaminant levels of borehole water sources within metal scrap dumpsites in Aboh Mbaise, Imo State, Nigeria",https://www.researchgate.net/profile/Francis-Ibe/publication/340434851_Metallic_contaminant_levels_of_borehole_water_sources_within_metal_scrap_dumpsites_in_Aboh_Mbaise_Imo_State_Nigeria/links/5e8882bba6fdcca789f27790/Metallic-contaminant-levels-of-borehole-water-sources-within-metal-scrap-dumpsites-in-Aboh-Mbaise-Imo-State-Nigeria.pdf,"FC Ibe, BE Ibeachu - World Scientific News, 2020 - researchgate.net",2020
"[PDF] Ultrasonic velocity, density and viscosity measurement of pyrimidine derivatives in 1, 4-dioxane and DMF at various temperatures",https://www.academia.edu/download/86918171/WSN_44__2016__257-278.pdf,"S Baluja, K Nandha, P Ramavat - World Scientific News, 2016 - academia.edu",2016
[HTML] From Information Overload to Knowledge Graphs: An Automatic Information Process Model,https://search.proquest.com/openview/a6b2ed2331dfb85e4334f43a0a327922/1?pq-origsite=gscholar&cbl=18750&diss=y,EH Thullen - 2023 - search.proquest.com,2023
Nova: An iterative planning and search approach to enhance novelty and diversity of llm generated ideas,https://arxiv.org/abs/2410.14255,"X Hu, H Fu, J Wang, Y Wang, Z Li, R Xu, Y Lu… - arXiv preprint arXiv …, 2024 - arxiv.org",2024
"Cross-lingual science journalism: Select, simplify and rewrite summaries for non-expert readers",https://aclanthology.org/2023.acl-long.103/,"M Fatima, M Strube - Proceedings of the 61st Annual Meeting of …, 2023 - aclanthology.org",2023
"[PDF] Levels, profiles, and sources of total petroleum hydrocarbons (TPHs) in sediments of the Aba River at Ogbor-Hill Region, South-Eastern, Nigeria",https://worldscientificnews.com/wp-content/uploads/2023/12/WSN-187-2024-31-46.pdf,"AA Chokor - World Scientific News, 2024 - worldscientificnews.com",2024
[PDF] Re-assessing the relationship between tax revenue and economic growth in Nigeria (1980-2020),https://www.researchgate.net/profile/Adeyemi-Oluwole/publication/366986365_Re-Assessing_the_Relationship_Between_Tax_Revenue_and_Economic_Growth_in_Nigeria_1980-2020/links/63bd1f4b03aad5368e7c3b9f/Re-Assessing-the-Relationship-Between-Tax-Revenue-and-Economic-Growth-in-Nigeria-1980-2020.pdf,"OJ Adeyemi - World Scientific News, 2023 - researchgate.net",2023
[PDF] AMR-based Scientific Claim Detection,https://pergamos.lib.uoa.gr/uoa/dl/object/3336734/file.pdf,KG PATTAKOS - 2023 - pergamos.lib.uoa.gr,2023
Semantics-driven Abstractive Document Summarization,https://rave.ohiolink.edu/etdc/view?acc_num=wright1655834036433693,A Alambo - 2022 - rave.ohiolink.edu,2022
Domain-Specific Hybrid Machine Translation from English to Portuguese,https://link.springer.com/chapter/10.1007/978-3-319-41552-9_5,"J Rodrigues, L Gomes, S Neale, A Querido… - … Processing of the …, 2016 - Springer",2016
Online misinformation: Challenges and future directions,https://dl.acm.org/doi/abs/10.1145/3184558.3188730,"M Fernandez, H Alani - Companion proceedings of the the web …, 2018 - dl.acm.org",2018
[PDF] Automatic Hoax Detection on Social Media Using Deep Learning,https://www.diva-portal.org/smash/get/diva2:1534943/FULLTEXT04,K Patel - 2021 - diva-portal.org,2021
"Science audiences, misinformation, and fake news",https://www.pnas.org/doi/abs/10.1073/pnas.1805871115,"DA Scheufele, NM Krause - Proceedings of the National Academy of …, 2019 - pnas.org",2019
[PDF] Descipher: A text simplification tool for science journalism,https://cond.org/cjdescipher.pdf,"YS Kim, J Hullman, E Adar - Computation+ Journalism Symposium, 2015 - cond.org",2015
Statement map: assisting information crediblity analysis by visualizing arguments,https://dl.acm.org/doi/abs/10.1145/1526993.1527004,"K Murakami, E Nichols, S Matsuyoshi… - Proceedings of the 3rd …, 2009 - dl.acm.org",2009
[PDF] Fishery and environmental situation assessment of water bodies in the Dnipropetrovsk region of Ukraine,https://www.researchgate.net/profile/Tamila-Ananieva/publication/322224011_Fishery_and_Environmental_Situation_Assessment_of_Water_Bodies_in_the_Dnipropetrovsk_Region_of_Ukraine/links/5a4cc30aaca2729b7c8a93c6/Fishery-and-Environmental-Situation-Assessment-of-Water-Bodies-in-the-Dnipropetrovsk-Region-of-Ukraine.pdf,"O Fedonenko, V Yakovenko, T Ananieva… - … Scientific News, 2018 - researchgate.net",2018
[PDF] Splitting 4D spacetime into 3D space and 1D time involves operationally needed presence of two 3D spaces enclosed inside two 4D paired dual reciprocal …,https://www.researchgate.net/profile/Jakub-Czajko/publication/347931404_Splitting_4D_spacetime_into_3D_space_and_1D_time_involves_operationally_needed_presence_of_two_3D_spaces_enclosed_inside_two_4D_paired_dual_reciprocal_spatial_structures/links/5fe7d489299bf140884aa911/Splitting-4D-spacetime-into-3D-space-and-1D-time-involves-operationally-needed-presence-of-two-3D-spaces-enclosed-inside-two-4D-paired-dual-reciprocal-spatial-structures.pdf,"J Czajko - World Scientific News, 2021 - researchgate.net",2021
[PDF] Use Genetic Algorithm in Designing an Adaptive System,https://www.researchgate.net/profile/Lubna-Abdulahad/publication/330411028_Use_Genetic_Algorithm_in_Designing_an_Adaptive_System/links/5c3ec8e192851c22a3786a98/Use-Genetic-Algorithm-in-Designing-an-Adaptive-System.pdf,"LZ Bashir - World Scientific News, 2015 - researchgate.net",2015
[PDF] Reduction of BER using RSC code for Optical Code Division Multiple Access Networks,https://www.researchgate.net/profile/Satyasen-Panda/publication/325817495_Reduction_of_BER_using_RSC_code_for_Optical_Code_Division_Multiple_Access_Networks/links/5b2744c7aca272277fb7059b/Reduction-of-BER-using-RSC-code-for-Optical-Code-Division-Multiple-Access-Networks.pdf,"S Panda - World Scientific News, 2017 - researchgate.net",2017
"5 Science and the news flow 1990–2014, in Germany, UK and India",https://books.google.com/books?hl=en&lr=&id=uPN6DwAAQBAJ&oi=fnd&pg=PT62&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+evaluation&ots=UhpAaIh4jX&sig=tpjit3vp35mR23iFe0SAIdb6JE8,"B Falade, MW Bauer, R Shukla… - The Cultural Authority …, 2018 - books.google.com",2018
"[PDF] Navigating the cyber security landscape: A comprehensive review of cyber-attacks, emerging trends, and recent developments",https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-1901-2024-1-69-1.pdf,"MAI Mallick, R Nath - World Scientific News, 2024 - worldscientificnews.com",2024
